Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,mvpLastSeason,mvpLast3Seasons,allNba1LastSeason,allNba1Last3Season,allNba2LastSeason,allNba2Last3Season,allNba3LastSeason,allNba3Last3Season,dpoyLastSeason,dpoyLast3Season,smoyLastSeason,smoyLast3Season,mipLastSeason,mipLast3Season,faSeason,contractAmt,contractTerm,Pos_C,Pos_C-PF,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-C,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,faType_RFA,faType_UFA,cap,contract%cap
Carmelo Anthony,35,POR,58,58,1902,336,782,.430,87,226,.385,249,556,.448,.485,136,161,.845,71,297,368,85,49,27,100,171,895,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
DJ Augustin,32,ORL,57,13,1420,184,461,.399,70,201,.348,114,260,.438,.475,161,181,.890,22,100,122,262,34,1,86,72,599,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21000000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.06413780465457211
Dwayne Bacon,24,CHO,39,11,687,85,244,.348,19,67,.284,66,177,.373,.387,35,53,.660,15,85,100,52,23,2,37,52,224,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3502857.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.016047539857064322
JJ Barea,35,DAL,29,6,450,85,207,.411,32,85,.376,53,122,.434,.488,20,22,.909,10,43,53,112,5,2,38,27,222,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Nicolas Batum,31,CHO,22,3,505,28,81,.346,14,49,.286,14,32,.438,.432,9,10,.900,25,75,100,66,17,8,22,41,79,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Aron Baynes,33,PHO,42,28,934,183,381,.480,59,168,.351,124,213,.582,.558,56,75,.747,71,166,237,67,10,23,50,141,481,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14350000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.06574124977093641
Kent Bazemore,30,TOT,68,21,1688,200,534,.375,84,244,.344,116,290,.400,.453,113,147,.769,27,267,294,93,74,40,91,196,597,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2320044.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.021257504123144585
Malik Beasley,23,TOT,55,14,1209,227,534,.425,107,276,.388,120,258,.465,.525,54,66,.818,18,130,148,75,40,8,57,77,615,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,109140000.0,0.13743815283122596
DeAndre' Bembry,25,ATL,43,4,915,104,228,.456,15,65,.231,89,163,.546,.489,26,48,.542,34,118,152,81,55,19,60,84,249,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3714156.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.017015557998900494
Davis Bertans,27,WAS,54,4,1583,265,610,.434,200,472,.424,65,138,.471,.598,104,122,.852,35,210,245,92,37,33,59,139,834,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000000.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.1466006963533077
Bismack Biyombo,27,CHO,53,29,1029,151,278,.543,0,0,,151,278,.543,.543,91,151,.603,120,188,308,50,10,49,48,116,393,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.032068902327286056
Bogdan Bogdanovic,27,SAC,61,28,1766,337,766,.440,164,441,.372,173,325,.532,.547,86,116,.741,26,181,207,207,64,15,102,133,924,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72000000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,109140000.0,0.16492578339747113
Chris Boucher,27,TOR,62,0,819,141,299,.472,38,118,.322,103,181,.569,.535,91,116,.784,107,170,277,26,22,61,28,114,411,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13520000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.061938794209272494
Avery Bradley,29,LAL,49,44,1186,170,383,.444,63,173,.364,107,210,.510,.526,20,24,.833,18,97,115,63,43,5,47,110,423,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5635000.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.05163093274693055
Oshae Brissett,21,TOR,19,0,135,13,36,.361,3,15,.200,10,21,.476,.403,8,10,.800,9,17,26,7,4,1,7,18,37,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3147290.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,109140000.0,0.014418590800806303
Trey Burke,27,TOT,33,1,520,94,209,.450,32,75,.427,62,134,.463,.526,23,29,.793,16,34,50,83,16,2,21,33,243,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9450000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.028862012094557448
Alec Burks,28,TOT,66,19,1754,321,768,.418,116,301,.385,205,467,.439,.493,235,265,.887,48,234,282,189,62,17,91,128,993,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000000.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,109140000.0,0.05497526113249038
Kentavious Caldwell-Pope,26,LAL,69,26,1762,237,507,.467,92,239,.385,145,268,.541,.558,79,102,.775,38,104,142,111,57,14,62,128,645,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39116585.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.11946913749923645
Jevon Carter,24,PHO,58,2,945,101,243,.416,62,146,.425,39,97,.402,.543,23,27,.852,30,88,118,84,47,17,32,86,287,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11500000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.0351230835013133
Michael Carter-Williams,28,ORL,45,0,833,111,260,.427,22,75,.293,89,185,.481,.469,79,95,.832,46,101,147,109,49,22,52,87,323,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6600000.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.030236393622869707
Willie Cauley-Stein,26,TOT,54,39,1097,175,302,.579,0,1,.000,175,301,.581,.579,40,66,.606,84,231,315,70,49,61,40,121,390,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8200000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.03756642844053509
Zylan Cheatham,24,NOP,4,0,51,6,9,.667,0,1,.000,6,8,.750,.667,0,0,,3,6,9,3,1,1,4,10,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4994028.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.015252666300164926
Gary Clark,25,TOT,42,5,567,54,133,.406,39,111,.351,15,22,.682,.553,9,10,.900,37,73,110,17,6,22,10,46,156,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4100000.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,109140000.0,0.018783214220267547
Jordan Clarkson,27,TOT,71,2,1705,394,867,.454,152,413,.368,242,454,.533,.542,138,165,.836,50,137,187,136,46,16,97,108,1078,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51520000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.11801356056441269
Pat Connaughton,27,MIL,67,4,1243,137,301,.455,55,166,.331,82,135,.607,.547,31,40,.775,60,224,284,107,25,31,52,70,360,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16000000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.04886689878443589
Torrey Craig,29,DEN,58,27,1072,124,269,.461,45,138,.326,79,131,.603,.545,22,36,.611,63,126,189,47,23,36,25,135,315,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1678854.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.015382572842221
Jae Crowder,29,TOT,65,53,1875,226,563,.401,135,394,.343,91,169,.538,.521,97,125,.776,52,332,384,161,72,24,69,143,684,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29162700.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,109140000.0,0.08906816932380429
Anthony Davis,26,LAL,62,62,2131,551,1096,.503,72,218,.330,479,878,.546,.536,444,525,.846,142,435,577,200,91,143,154,156,1618,2020,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,189903600.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.348
Matthew Dellavedova,29,CLE,57,4,821,62,175,.354,21,91,.231,41,84,.488,.414,32,37,.865,18,57,75,180,20,2,59,78,177,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2174318.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.019922283305845702
Goran Dragic,33,MIA,59,3,1663,319,724,.441,124,338,.367,195,386,.505,.526,191,246,.776,29,158,187,301,40,10,144,124,953,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000000.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.16492578339747113
Jared Dudley,34,LAL,45,1,364,24,60,.400,18,42,.429,6,18,.333,.550,2,2,1.000,6,46,52,28,15,3,8,41,68,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Kris Dunn,25,CHI,51,32,1269,152,342,.444,29,112,.259,123,230,.535,.487,40,54,.741,23,163,186,173,101,17,68,158,373,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.04581271761040865
Wayne Ellington,32,NYK,36,1,558,61,174,.351,50,143,.350,11,31,.355,.494,11,13,.846,4,61,65,44,13,4,18,41,183,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.023499660985889684
James Ennis III,29,TOT,69,18,1265,160,359,.446,55,169,.325,105,190,.553,.522,79,98,.806,71,174,245,63,35,22,58,137,454,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3300000.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,109140000.0,0.030236393622869707
Drew Eubanks,22,SAS,22,3,272,43,67,.642,1,1,1.000,42,66,.636,.649,20,26,.769,28,57,85,15,5,17,21,37,107,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5294220.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.016169507055158513
Derrick Favors,28,NOP,51,49,1243,209,339,.617,1,7,.143,208,332,.627,.618,40,71,.563,163,338,501,81,30,46,55,107,459,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29162700.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.08906816932380429
Bryn Forbes,26,SAS,63,62,1579,242,581,.417,148,381,.388,94,200,.470,.544,75,90,.833,12,114,126,108,33,0,57,113,707,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4791147.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.021949546454095657
Wenyen Gabriel,22,TOT,30,1,235,21,48,.438,6,20,.300,15,28,.536,.500,15,22,.682,21,31,52,8,11,7,16,39,63,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3383360.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.015500091625435222
Danilo Gallinari,31,OKC,62,62,1834,358,817,.438,178,439,.405,180,378,.476,.547,266,298,.893,34,288,322,119,42,5,76,75,1160,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61425000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.18760307861462341
Langston Galloway,28,DET,66,6,1702,236,542,.435,132,331,.399,104,211,.493,.557,73,85,.859,33,116,149,101,48,11,40,96,677,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2028594.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.018587080813633864
Marc Gasol,35,TOR,44,43,1161,119,279,.427,57,148,.385,62,131,.473,.529,36,49,.735,31,244,275,147,34,38,59,124,331,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5257744.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.024087154113982042
Harry Giles,21,SAC,46,17,667,139,251,.554,0,2,.000,139,249,.558,.554,38,49,.776,43,145,188,60,22,18,44,119,316,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1678854.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.015382572842221
Jerami Grant,25,DEN,71,24,1892,303,634,.478,98,252,.389,205,382,.537,.555,147,196,.750,58,190,248,88,50,57,63,154,851,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60007500.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.1832737768004398
Jerian Grant,27,WAS,6,0,80,10,27,.370,2,8,.250,8,19,.421,.407,5,7,.714,2,4,6,9,1,1,3,11,27,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4012890.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,109140000.0,0.018384139637163278
Josh Gray,26,NOP,2,0,23,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,1,2,2,0,0,5,1,2,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5294220.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.016169507055158513
JaMychal Green,29,LAC,63,1,1307,151,352,.429,92,238,.387,59,114,.518,.560,36,48,.750,77,311,388,49,29,24,54,174,430,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14759508.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.06761731720725674
Jeff Green,33,TOT,48,4,960,159,344,.462,62,183,.339,97,161,.602,.552,73,91,.802,24,109,133,50,26,19,42,89,453,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Maurice Harkless,26,TOT,62,48,1427,142,283,.502,34,98,.347,108,185,.584,.562,39,66,.591,55,185,240,68,58,33,53,148,357,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3623000.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.03319589518050211
Montrezl Harrell,26,LAC,63,2,1749,471,812,.580,0,18,.000,471,794,.593,.580,231,351,.658,163,282,445,107,39,72,108,146,1173,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18978900.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.08694749862561847
Joe Harris,28,BRK,69,69,2123,381,784,.486,172,406,.424,209,378,.553,.596,64,89,.719,64,234,298,144,41,17,104,159,998,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75000000.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.17179769103903245
Udonis Haslem,39,MIA,4,1,44,4,11,.364,1,3,.333,3,8,.375,.409,3,4,.750,1,15,16,1,0,0,1,6,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Gordon Hayward,29,BOS,52,52,1740,350,700,.500,85,222,.383,265,478,.554,.561,124,145,.855,55,293,348,212,38,22,96,96,909,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120000000.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.2748763056624519
Juancho Hernangomez,24,TOT,48,14,833,100,247,.405,44,129,.341,56,118,.475,.494,44,71,.620,43,154,197,40,19,9,32,64,288,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21037320.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.0642517866959868
Willy Hernangomez,25,CHO,31,0,375,74,139,.532,5,22,.227,69,117,.590,.550,37,59,.627,43,91,134,29,10,7,30,32,190,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1737145.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.015916666666666666
Solomon Hill,28,TOT,59,4,1088,110,278,.396,63,171,.368,47,107,.439,.509,40,54,.741,29,136,165,104,43,12,51,85,323,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2174318.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.019922283305845702
Justin Holiday,30,IND,73,6,1826,208,486,.428,134,331,.405,74,155,.477,.566,53,67,.791,32,206,238,93,87,46,44,137,603,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18019260.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.05503408466190214
Rodney Hood,27,POR,21,21,619,87,172,.506,35,71,.493,52,101,.515,.608,21,27,.778,10,62,72,32,17,4,19,46,230,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20898696.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,109140000.0,0.09574260582737767
Dwight Howard,34,LAL,69,2,1306,202,277,.729,3,5,.600,199,272,.732,.735,110,214,.514,172,335,507,45,31,79,84,222,517,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2564753.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.023499660985889684
Serge Ibaka,30,TOR,55,27,1485,343,670,.512,70,182,.385,273,488,.559,.564,89,124,.718,114,338,452,77,28,46,109,153,845,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18978900.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109140000.0,0.08694749862561847
Brandon Ingram,22,NOP,62,62,2104,507,1096,.463,150,384,.391,357,712,.501,.531,313,368,.851,51,329,380,259,61,38,189,179,1477,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158253000.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109140000.0,0.29
