Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,mvpLastSeason,mvpLast3Seasons,allNba1LastSeason,allNba1Last3Season,allNba2LastSeason,allNba2Last3Season,allNba3LastSeason,allNba3Last3Season,dpoyLastSeason,dpoyLast3Season,smoyLastSeason,smoyLast3Season,mipLastSeason,mipLast3Season,faSeason,contractAmt,contractTerm,Pos_C,Pos_C-PF,Pos_PF,Pos_PF-C,Pos_PF-SF,Pos_PG,Pos_PG-SG,Pos_SF,Pos_SF-C,Pos_SF-PF,Pos_SF-SG,Pos_SG,Pos_SG-PF,Pos_SG-PG,Pos_SG-SF,faType_RFA,faType_UFA,cap,contract%cap
Lauri Markkanen,23,CHI,51,26,1317,250,521,.480,119,296,.402,131,225,.582,.594,76,92,.826,35,233,268,45,26,15,52,75,695,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67470906.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.15005005159499707
Garrison Mathews,24,WAS,64,24,1038,97,237,.409,76,198,.384,21,39,.538,.570,84,95,.884,16,71,87,26,29,7,10,106,354,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.014848488622413579
TJ McConnell,28,IND,69,3,1796,274,490,.559,15,48,.313,259,442,.586,.574,33,48,.688,55,201,256,456,128,23,135,113,596,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33600000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07472378885192237
Doug McDermott,29,IND,66,29,1619,354,665,.532,111,286,.388,243,379,.641,.616,80,98,.816,60,161,221,85,20,6,53,117,899,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42000000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.12453964808653727
JaVale McGee,33,TOT,46,2,678,144,282,.511,5,24,.208,139,258,.539,.520,44,67,.657,77,162,239,39,19,54,60,121,337,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
Jordan McLaughlin,24,MIN,51,2,938,100,242,.413,33,92,.359,67,150,.447,.481,23,30,.767,21,87,108,193,51,6,51,44,256,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6480000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.01921468856192289
Ben McLemore,27,TOT,53,5,905,135,365,.370,97,280,.346,38,85,.447,.503,39,53,.736,15,85,100,39,23,9,42,88,406,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Patty Mills,32,SAS,68,1,1685,252,611,.412,161,429,.375,91,182,.500,.544,71,78,.910,18,98,116,162,42,3,66,81,736,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12074500.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.053705499315031935
Paul Millsap,35,DEN,56,36,1162,191,401,.476,49,143,.343,142,258,.550,.537,71,98,.724,76,186,262,98,51,36,51,111,502,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Malik Monk,22,CHO,42,0,878,173,399,.434,85,212,.401,88,187,.471,.540,59,72,.819,14,87,101,87,19,4,55,47,490,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.01591666518405181
E'Twaun Moore,31,PHO,27,1,389,55,121,.455,11,35,.314,44,86,.512,.500,12,14,.857,14,31,45,40,15,5,23,32,133,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.023499661963812337
Juwan Morgan,23,UTA,29,0,147,14,30,.467,4,13,.308,10,17,.588,.533,3,7,.429,9,19,28,9,4,1,4,21,35,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Markieff Morris,31,LAL,61,27,1200,153,378,.405,65,209,.311,88,169,.521,.491,36,50,.720,48,218,266,73,22,19,54,105,407,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Mike Muscala,29,OKC,35,0,645,119,267,.446,68,184,.370,51,83,.614,.573,33,36,.917,19,113,132,28,8,11,21,54,339,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7000000.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.031134912021634317
Svi Mykhailiuk,23,TOT,66,14,1324,208,506,.411,105,314,.334,103,192,.536,.515,38,50,.760,24,139,163,110,51,12,88,63,559,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607937.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,112414000.0,0.016047543010657035
Abdel Nader,27,PHO,24,0,355,57,116,.491,18,43,.419,39,73,.534,.569,28,37,.757,7,55,62,19,10,9,19,34,160,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4160000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.018503033429999823
Raul Neto,28,WAS,64,22,1403,209,447,.468,64,164,.390,145,283,.512,.539,75,85,.882,28,128,156,146,73,6,53,109,557,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
Georges Niang,27,UTA,72,10,1154,177,405,.437,124,292,.425,53,113,.469,.590,22,23,.957,28,148,176,59,25,8,51,116,500,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6765000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.030089668546622306
Nerlens Noel,26,NYK,64,41,1547,137,223,.614,0,3,.000,137,220,.623,.614,50,70,.714,142,266,408,46,70,141,65,176,324,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27720000.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.08219616773711459
Frank Ntilikina,22,NYK,33,4,322,29,79,.367,23,48,.479,6,31,.194,.513,8,18,.444,6,25,31,19,18,4,11,45,89,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3825574.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.017015558560321668
Kendrick Nunn,25,MIA,56,44,1650,319,658,.485,122,320,.381,197,338,.583,.578,56,60,.933,21,158,179,148,52,14,80,108,816,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10250000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.045590406888821676
David Nwaba,28,HOU,30,9,679,106,218,.486,17,63,.270,89,155,.574,.525,47,68,.691,40,78,118,31,30,21,17,60,276,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000000.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
Semi Ojeleye,26,BOS,56,15,950,89,221,.403,58,158,.367,31,63,.492,.534,24,32,.750,31,116,147,37,17,0,21,56,260,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Jahlil Okafor,25,DET,27,2,347,63,102,.618,2,9,.222,61,93,.656,.627,17,24,.708,23,43,66,13,6,5,21,39,145,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2089448.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.018587079901079936
Victor Oladipo,28,TOT,33,33,1080,235,576,.408,78,239,.326,157,337,.466,.476,104,138,.754,12,148,160,151,46,14,83,81,652,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Kelly Olynyk,29,TOT,70,62,1997,337,697,.484,126,368,.342,211,329,.641,.574,145,175,.829,87,402,489,203,79,42,126,207,945,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37195122.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.11029208105751953
Kelly Oubre Jr,25,GSW,55,50,1687,318,724,.439,90,285,.316,228,439,.519,.501,123,177,.695,82,247,329,73,57,42,70,121,849,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25000000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.1111961143629797
Patrick Patterson,31,LAC,38,5,582,72,165,.436,40,112,.357,32,53,.604,.558,13,17,.765,19,56,75,29,14,8,11,45,197,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Chris Paul,35,PHO,70,70,2199,439,879,.499,102,258,.395,337,621,.543,.557,169,181,.934,25,287,312,622,99,19,156,166,1149,2021,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,120000000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.26687067447115126
Cameron Payne,26,PHO,60,1,1079,191,395,.484,73,166,.440,118,229,.515,.576,50,56,.893,16,128,144,217,36,16,60,97,505,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.05633936461057638
Elfrid Payton,26,NYK,63,63,1484,269,622,.432,28,98,.286,241,524,.460,.455,73,107,.682,64,152,216,203,47,9,103,116,639,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2239544.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.019922287259594
Reggie Perry,20,BRK,26,0,211,32,78,.410,4,21,.190,28,57,.491,.436,10,13,.769,27,46,73,14,6,6,15,40,78,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1489065.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01324625936271283
Theo Pinson,25,NYK,17,0,34,1,9,.111,0,8,.000,1,1,1.000,.111,0,0,,0,5,5,1,0,0,1,4,2,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1729217.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.015382576903232694
Otto Porter Jr,27,TOT,28,6,606,98,227,.432,39,104,.375,59,123,.480,.518,36,42,.857,28,124,152,55,16,4,25,41,271,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,112414000.0,0.021257503513797214
Bobby Portis,25,MIL,66,7,1372,313,598,.523,74,157,.471,239,441,.542,.585,54,73,.740,124,342,466,71,52,26,56,115,754,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8912580.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.03964177059796822
Norman Powell,27,TOT,69,58,2205,438,918,.477,171,416,.411,267,502,.532,.570,236,271,.871,42,173,215,129,82,18,119,160,1283,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90000000.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,112414000.0,0.16012240468269076
Chasson Randle,27,ORL,41,5,837,92,237,.388,44,130,.338,48,107,.449,.481,38,48,.792,7,75,82,74,22,5,46,64,266,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Austin Rivers,28,TOT,36,7,845,104,245,.424,55,149,.369,49,96,.510,.537,22,31,.710,8,74,82,81,30,2,36,64,285,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401537.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021363326631914176
Duncan Robinson,26,MIA,72,72,2262,315,717,.439,250,613,.408,65,104,.625,.614,62,75,.827,7,243,250,127,43,20,81,181,942,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90000000.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.16012240468269076
Rajon Rondo,34,TOT,45,3,770,95,215,.442,36,89,.404,59,126,.468,.526,16,17,.941,18,92,110,199,37,4,79,53,242,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2641691.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.023499661963812337
Derrick Rose,32,TOT,50,3,1279,287,611,.470,50,129,.388,237,482,.492,.511,110,127,.866,20,110,130,209,49,19,78,56,734,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43562189.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.1291718973318863
Dennis Schroder,27,LAL,61,61,1956,332,760,.437,71,212,.335,261,548,.476,.484,206,243,.848,30,181,211,351,70,13,163,159,941,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5890000.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.05239560908783603
Chris Silva,24,TOT,15,0,92,10,16,.625,1,1,1.000,9,15,.600,.656,11,15,.733,7,20,27,6,1,6,10,24,32,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Deividas Sirvydis,20,DET,20,0,133,14,40,.350,10,28,.357,4,12,.333,.475,3,6,.500,0,29,29,5,2,0,5,9,41,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.014848488622413579
Dennis Smith Jr,23,TOT,23,9,420,58,145,.400,19,58,.328,39,87,.448,.466,19,26,.731,12,43,55,77,23,14,26,37,154,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Ish Smith,32,WAS,44,1,924,129,297,.434,18,49,.367,111,248,.448,.465,19,33,.576,22,128,150,172,32,13,41,62,295,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9225000.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04103136619993951
Tony Snell,29,ATL,47,23,992,88,171,.515,62,109,.569,26,62,.419,.696,11,11,1.000,18,94,112,59,13,11,21,75,249,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.021257503513797214
Cassius Stanley,21,IND,24,0,93,13,43,.302,3,13,.231,10,30,.333,.337,7,9,.778,8,12,20,1,1,2,1,14,36,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1489065.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.01324625936271283
Max Strus,24,MIA,39,0,507,85,187,.455,50,148,.338,35,39,.897,.588,16,24,.667,5,36,41,24,11,2,8,43,236,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421816.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,112414000.0,0.01521970573060295
Garrett Temple,34,CHI,56,25,1528,158,381,.415,67,200,.335,91,181,.503,.503,40,50,.800,29,131,160,124,43,30,58,126,423,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15466500.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.04586172540786735
Daniel Theis,28,TOT,65,51,1601,252,466,.541,49,152,.322,203,314,.646,.593,74,110,.673,93,263,356,108,41,57,66,167,627,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35605510.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07918388723824435
Gary Trent Jr,22,TOT,58,38,1802,320,785,.408,165,429,.385,155,356,.435,.513,83,106,.783,27,125,152,80,56,10,43,92,888,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51840000.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,112414000.0,0.15371750849538313
PJ Tucker,35,TOT,52,33,1356,66,177,.373,40,119,.336,26,58,.448,.486,21,28,.750,51,153,204,61,39,20,40,125,193,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14350000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.06382656964435035
Denzel Valentine,27,CHI,62,3,1036,155,416,.373,80,242,.331,75,174,.431,.469,16,17,.941,24,173,197,105,30,7,42,70,406,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4133270.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,112414000.0,0.018384142544522926
Jarred Vanderbilt,21,MIN,64,30,1139,143,236,.606,1,5,.200,142,231,.615,.608,57,102,.559,118,250,368,76,64,46,53,123,344,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13122000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.038909744337893855
Gabe Vincent,24,MIA,50,7,655,88,233,.378,46,149,.309,42,84,.500,.476,20,23,.870,10,46,56,67,21,2,34,79,242,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3484855.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,112414000.0,0.015500093404736065
Moritz Wagner,23,TOT,45,24,722,104,229,.454,31,91,.341,73,138,.529,.522,71,87,.816,27,119,146,50,26,18,43,108,310,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3607937.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.016047543010657035
Kemba Walker,30,BOS,43,43,1369,284,676,.420,127,353,.360,157,323,.486,.514,134,149,.899,16,154,170,212,48,12,88,61,829,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17894491.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.07959191470813244
Tremont Waters,23,BOS,26,3,238,34,84,.405,15,38,.395,19,46,.413,.494,16,17,.941,5,16,21,62,15,1,27,17,99,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1669178.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.014848488622413579
Hassan Whiteside,31,SAC,36,4,546,126,224,.563,0,1,.000,126,223,.565,.563,41,79,.519,61,154,215,20,9,46,40,73,293,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2401537.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021363326631914176
Lou Williams,34,TOT,66,4,1423,265,646,.410,69,173,.399,196,473,.414,.464,150,173,.867,21,117,138,225,47,6,108,62,749,2021,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5000000.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.04447844574519188
DJ Wilson,24,TOT,35,1,433,68,168,.405,30,87,.345,38,81,.469,.494,17,25,.680,20,92,112,23,11,16,22,44,183,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1789256.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.01591666518405181
Justise Winslow,24,MEM,26,1,507,74,210,.352,10,54,.185,64,156,.410,.376,20,35,.571,18,100,118,50,15,12,37,47,178,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000000.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112414000.0,0.0355827565961535
Cody Zeller,28,CHO,48,21,1005,181,324,.559,4,28,.143,177,296,.598,.565,85,119,.714,119,209,328,86,27,17,51,121,451,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2389641.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112414000.0,0.021257503513797214
