"first_name","last_name","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","charges_drawn","technical_fouls","flagrant_fouls","possessions","team_possessions","age","nba"
"r.j.","buycks",28,25,801.81,590,104,228,79,188,145,174,16,13,80,120,0,83,19,0,0,3,46,166,0,0,0,1428.9062,2085.0472,30,0
"rabaseda","bazemore",6,5,130.32,46,15,33,3,19,7,10,1,4,10,8,0,14,5,0,0,0,17,16,0,0,0,237.6997,875.5055,27,0
"rade","ozdemir",1,0,6.93,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,11.7125,1962.2319,34,0
"rasheed","glover",9,8,228.71,68,31,44,0,10,6,11,1,7,39,3,0,7,6,0,0,12,18,13,0,0,0,413.5097,1319.8428,25,0
"rasho","bobrov",17,17,392.81,165,35,65,22,50,29,35,4,40,73,23,0,22,16,0,0,16,44,38,0,0,0,703.1501,1235.1534,25,1
"ratton","zipser",18,18,447.16,215,43,96,36,86,21,29,3,8,46,34,0,23,20,0,0,2,38,31,0,0,0,785.4068,4221.729,33,0
"rautins","morgan",10,10,263.05,131,37,83,5,23,42,48,10,5,23,10,0,19,6,0,0,0,28,37,0,0,0,462.9,1909.3479,27,0
"rawle","apic",10,10,268.96,130,17,47,20,76,36,42,4,3,30,30,0,27,8,0,0,1,28,47,0,0,0,500.6278,744.5237,33,0
"rebic","gillespie",45,38,1161.84,528,132,275,50,138,114,141,30,21,67,106,0,71,42,0,0,3,92,166,0,0,0,2127.0271,4489.7492,31,0
"rebraca","hayward",46,2,449.23,166,36,74,22,63,28,36,8,5,23,53,0,27,13,0,0,1,64,37,0,0,0,820.9058,5773.7091,25,0
"reed","isaac",12,1,126.91,49,20,38,0,0,9,11,3,20,20,3,0,12,7,0,0,8,21,8,0,0,0,230.3192,1172.1439,27,0
"reggie","embiid",15,15,414.16,222,55,118,26,77,34,44,3,4,28,60,0,43,20,0,0,2,42,51,0,0,0,736.3422,1146.7566,33,0
"reynolds","smith-rivera",58,31,1294.93,404,47,118,93,273,31,36,6,16,78,89,0,59,39,0,0,4,96,58,0,0,0,2283.4173,4338.0147,32,0
"roberson","turner",10,10,312.98,125,34,64,14,46,15,33,1,15,64,9,0,23,6,0,0,8,30,44,0,0,0,534.4758,691.6252,22,1
"roberts","malmanis",54,10,517.58,147,62,130,0,3,23,38,6,40,74,10,0,34,14,0,0,9,95,40,0,0,0,887.0419,4468.9424,18,1
"rod","haslem",70,38,1756,993,209,355,103,330,266,337,14,64,306,317,0,157,76,0,0,27,117,340,0,0,0,3195.9501,5773.7091,19,1
"rodijs","kurbanov",15,7,356.33,131,28,59,12,45,39,50,6,9,33,20,0,19,9,0,0,0,26,49,0,0,0,631.6464,1143.3556,27,0
"rokas","parakhouski",72,65,1756.33,723,195,322,69,169,126,164,15,32,177,307,0,109,68,0,0,15,135,210,0,0,0,3037.3354,5102.0616,25,1
"rolands","dubljevic",33,27,707.25,116,19,43,25,72,3,5,2,37,142,100,0,36,25,0,0,16,78,31,0,0,0,1264.1536,3012.0045,32,0
"romero","butler",17,5,191.57,32,1,6,10,23,0,0,0,8,24,9,0,8,5,0,0,3,30,2,0,0,0,345.1665,2171.124,37,0
"ron","macculloch",8,8,265,85,26,50,5,17,18,24,4,2,30,36,0,30,8,0,0,0,21,30,0,0,0,485.6847,2217.6549,25,0
"ronald","kapono",2,2,57.95,33,6,12,5,9,6,8,1,0,5,7,0,5,2,0,0,0,4,10,0,0,0,102.7964,718.4252,30,0
"rooks","bellato",12,0,77.54,17,4,9,3,9,0,0,1,2,8,7,0,16,3,0,0,2,11,4,0,0,0,134.5942,4545.4563,25,0
"roos","strautins",15,7,326.46,84,20,44,10,29,14,20,3,7,25,31,0,15,15,0,0,1,40,17,0,0,0,582.9315,3937.2454,29,0
"roscoe","bartolome",46,23,806.63,223,38,70,45,107,12,19,6,21,62,50,0,33,17,0,0,4,91,31,0,0,0,1466.7899,4389.9309,31,0
"rousselle","okafor",11,7,174.49,77,13,35,10,30,21,29,4,4,17,10,0,19,7,0,0,1,26,23,0,0,0,317.3989,2491.9771,32,0
"ruan","langhi",27,1,455.73,147,41,73,13,40,26,35,3,34,74,13,0,22,7,0,0,12,43,53,0,0,0,812.1568,2085.0472,26,0
"rubit","baldasso",19,9,263.49,119,49,87,2,7,15,34,6,13,38,16,0,16,3,0,0,3,21,39,0,0,0,449.8314,2065.7281,29,0
"rudez","mills",10,1,224.56,111,25,51,9,38,34,40,9,3,15,25,0,17,8,0,0,0,18,32,0,0,0,424.7412,756.5749,28,0
"rudy","colom",7,6,194.9,95,31,62,4,12,21,25,5,19,31,11,0,15,2,0,0,6,23,22,0,0,0,342.3972,1147.18,27,0
"russell","hayes",28,27,874,411,103,219,32,89,109,152,13,46,106,82,0,62,38,0,0,1,70,143,0,0,0,1671.3037,2332.9411,27,0
"sacchetti","perrantes",9,6,216.54,102,42,79,0,1,18,40,3,27,43,6,0,25,2,0,0,5,22,33,0,0,0,406.3432,910.1157,25,0
"sajus","theodore",11,6,163.42,47,13,31,5,19,6,8,4,3,10,4,0,8,5,0,0,2,18,13,0,0,0,283.1722,2018.6982,28,0
"salin","mccall",10,0,164,67,27,46,0,0,13,18,0,17,28,3,0,12,5,0,0,12,24,12,0,0,0,309.9498,2277.3753,33,0
"salvatore","forte",11,10,340.55,161,37,83,13,38,48,58,8,9,39,43,0,35,10,0,0,0,22,59,0,0,0,609.6207,1163.5834,32,0
"sam","howard",11,1,175,43,11,24,4,21,9,10,2,7,18,5,0,9,4,0,0,4,24,8,0,0,0,322.1667,2448.4668,34,0
"samuel","re",30,18,653.15,205,50,102,27,95,24,35,6,18,73,36,0,29,18,0,0,7,63,35,0,0,0,1163.4622,2137.5855,27,1
"san miguel","bertans",11,3,284.13,137,36,63,15,31,20,27,4,12,58,17,0,15,14,0,0,7,24,30,0,0,0,499.1551,1147.18,27,1
"sant-roos","reaves",27,26,913,496,121,256,53,146,95,135,26,35,100,27,0,75,32,0,0,8,64,105,0,0,0,1754.6484,2315.8284,26,0
"santana","blatche",25,19,320.1,127,54,98,1,2,16,22,7,23,45,6,0,21,1,0,0,9,55,21,0,0,0,560.9145,2174.6029,30,0
"saric","melli",21,21,532.53,179,41,106,20,62,37,54,9,7,41,82,0,61,28,0,0,0,56,56,0,0,0,949.9186,2309.9827,27,0
"sastre","milton",4,1,68.83,27,5,10,4,16,5,5,2,1,10,3,0,3,0,0,0,1,8,4,0,0,0,126.4107,734.6112,34,0
"savas","dellavedova",15,7,397.39,168,42,70,22,55,18,23,4,12,64,21,0,15,13,0,0,0,41,19,0,0,0,714.9962,1169.489,34,0
"scalabrine","ellis",15,6,233.02,90,28,65,7,16,13,16,4,10,23,3,0,18,10,0,0,2,34,16,0,0,0,404.7729,2371.102,25,0
"scottie","ribas",54,47,1256.47,568,88,182,78,218,158,179,8,17,111,330,0,127,69,0,0,1,118,229,0,0,0,2286.2978,4389.9309,29,1
"semen","morse",10,0,85.93,15,4,14,2,12,1,2,4,3,9,4,0,4,2,0,0,5,11,4,0,0,0,150.9727,1143.3911,19,0
"seraphin","cardinal",30,30,737,321,93,171,31,103,42,71,10,40,157,14,0,62,29,0,0,37,93,87,0,0,0,1405.2445,2316.6513,27,0
"serpilli","scuka",18,3,402.51,167,53,99,10,34,31,38,10,14,45,33,0,20,13,0,0,2,36,52,0,0,0,727.7416,1319.8428,26,0
"sertac","wesson",19,17,502.52,231,44,104,31,75,50,66,6,17,73,35,0,51,26,0,0,3,52,55,0,0,0,892.8813,2425.3316,35,0
"sessions","mozgov",3,1,44.18,15,4,8,2,2,1,1,0,0,4,9,0,6,2,0,0,0,8,2,0,0,0,78.2559,2152.1399,31,0
"shai","drew",28,21,721.35,270,75,148,28,60,36,42,9,26,75,154,0,75,28,0,0,3,76,71,0,0,0,1203.2892,2035.0875,27,0
"shake","dimec",14,9,326.79,108,28,57,15,42,7,7,0,3,43,22,0,16,7,0,0,2,25,13,0,0,0,590.562,2350.5151,28,0
"shakur","micic",4,0,23.71,2,1,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,43.2423,4019.0514,27,0
"shamarkus","bako",28,21,652,294,74,141,33,85,47,60,4,19,72,30,0,43,17,0,0,4,81,48,0,0,0,1212.3042,2249.8283,33,0
"shawn","lammers",6,0,32.57,8,2,4,0,1,4,4,0,1,4,1,0,1,1,0,0,0,5,4,0,0,0,59.1285,2114.9654,37,0
"shawnelle","sura",15,15,429.44,93,37,81,2,8,13,17,2,10,32,60,0,31,14,0,0,1,42,33,0,0,0,740.8502,1138.5949,36,0
"shayne","withers",8,7,194.15,93,31,57,6,13,13,17,10,7,30,21,0,22,8,0,0,2,29,19,0,0,0,333.8927,2003.5177,26,0
"shengelia","stewart",13,2,132.4,39,15,31,1,8,6,6,1,10,25,5,0,10,5,0,0,5,25,9,0,0,0,237.3904,1156.4713,33,0
"shirley","oroz",30,27,908,316,90,188,25,89,61,88,13,33,73,96,0,77,26,0,0,4,96,107,0,0,0,1667.3534,2249.4581,24,0
"shved","winslow",10,10,230.41,113,44,84,0,1,25,39,4,31,45,11,0,23,11,0,0,7,33,45,0,0,0,428.6616,753.4628,30,0
"sikma","dibartolomeo",28,28,901.37,373,110,224,32,114,57,96,14,12,126,254,0,92,31,0,0,3,78,116,0,0,0,1649.4951,2232.5655,31,0
"simisola","huskic",6,0,137.44,39,7,15,6,22,7,9,2,0,11,17,0,12,5,0,0,0,4,16,0,0,0,244.9898,1167.5413,35,0
"sipahi","robbie",6,4,166.65,88,35,64,0,1,18,32,2,10,41,9,0,13,6,0,0,3,11,28,0,0,0,292.3625,4003.0798,27,0
"smits","mcleod",28,24,620.24,244,95,157,0,0,54,79,6,58,105,22,0,56,8,0,0,19,67,77,0,0,0,1116.6238,2142.3753,26,0
"sola","mirotic",10,10,267.8,128,30,60,16,41,20,22,3,1,22,62,0,33,15,0,0,2,32,29,0,0,0,498.6218,903.0305,19,1
"spanoulis","belinelli",14,0,274.84,147,35,79,14,53,35,42,3,11,33,42,0,40,12,0,0,2,38,40,0,0,0,491.9778,1235.1534,25,0
"speedy","faverani",2,0,40.25,18,5,14,1,6,5,6,0,3,4,2,0,3,1,0,0,0,2,9,0,0,0,71.2684,2124.7787,33,0
"spencer","cleaves",69,56,1623.11,733,307,494,1,3,116,172,14,188,311,78,0,82,52,0,0,71,195,179,0,0,0,2919.533,4982.2239,26,1
"splitter","jerrett",14,10,87.06,30,14,24,0,0,2,6,3,8,15,3,0,10,3,0,0,1,17,11,0,0,0,150.9594,1257.1104,35,0
"stefano","magette",45,22,709.28,277,97,173,7,26,62,76,11,47,85,23,0,31,35,0,0,19,101,83,0,0,0,1240.2864,4241.6615,28,0
"stefhon","ochefu",8,7,172,46,16,34,1,17,11,19,0,4,18,5,0,13,4,0,0,2,27,18,0,0,0,305.6168,2487.5785,31,0
"steve","macoha",29,28,612.89,199,54,86,23,72,22,43,5,34,125,45,0,30,34,0,0,27,68,44,0,0,0,1115.1436,2183.3701,22,1
"stockton","pruitt",10,4,159.6,40,11,20,5,23,3,5,0,6,24,5,0,8,1,0,0,2,22,7,0,0,0,283.3656,1136.2959,30,0
"stoilov","radojevic",6,2,119.23,45,14,29,0,1,17,24,2,7,24,4,0,11,1,0,0,3,15,16,0,0,0,212.9465,1786.0356,34,0
"stoll","gutierrez",4,0,36.4,7,0,4,2,5,1,2,1,1,7,3,0,2,0,0,0,1,10,3,0,0,0,65.7174,1372.1367,30,0
"stone","deng",5,5,170.95,80,23,43,5,17,19,23,3,6,10,31,0,12,1,0,0,0,10,28,0,0,0,302.5474,433.6118,34,0
"stoudemire","wanamaker",21,7,354.96,96,8,17,24,56,8,10,2,0,12,24,0,11,7,0,0,0,39,22,0,0,0,639.559,2171.124,31,0
"strautins","matthews",21,16,526.28,219,60,124,25,75,24,36,7,28,63,21,0,39,19,0,0,16,64,46,0,0,0,969.5029,1768.5673,32,0
"sulaimon","dellosto",37,10,805.84,418,99,173,59,133,43,50,6,29,121,48,0,36,21,0,0,8,65,52,0,0,0,1468.0223,4389.9309,30,0
"sundiata","ladurner",56,54,1288.39,437,172,247,0,1,93,133,6,137,280,34,0,57,30,0,0,114,121,128,0,0,0,2346.8102,4389.9309,28,0
"sundov","faried",17,16,461.78,229,81,146,9,28,40,50,8,38,68,18,0,31,6,0,0,7,47,41,0,0,0,850.2962,3109.3534,28,0
"sviatoslav","radovic",9,1,156.25,63,16,28,9,21,4,8,1,6,9,10,0,9,5,0,0,0,16,12,0,0,0,278.3938,3825.6822,30,0
"talib","barreiro",29,0,309.86,148,44,81,7,35,39,57,5,25,57,5,0,23,9,0,0,6,52,50,0,0,0,559.6492,4982.2239,26,0
"tambone","flaccadori",3,3,53.01,31,14,22,0,0,3,5,1,4,9,0,0,5,0,0,0,4,2,8,0,0,0,91.6073,1105.9925,26,0
"tanoulis","graham",36,26,933.02,498,187,306,8,26,100,144,11,58,171,54,0,101,21,0,0,45,117,168,0,0,0,1667.7624,3012.0045,31,0
"taurean","stoilov",10,6,179.18,88,33,66,4,18,10,16,6,13,18,6,0,20,3,0,0,0,16,18,0,0,0,318.7044,2356.7622,26,0
"terence","welsh",10,9,323.49,111,22,68,15,35,22,26,4,11,38,21,0,11,5,0,0,0,29,34,0,0,0,567.8844,702.1972,39,0
"tevfik","georges-hunt",37,36,968,420,101,220,57,137,47,64,15,24,88,47,0,69,15,0,0,5,80,73,0,0,0,1746.6102,2769.6763,24,0
"thanasis","campazzo",8,1,211.91,130,31,59,13,31,29,36,3,7,27,27,0,17,10,0,0,0,13,30,0,0,0,381.9545,576.7836,32,0
"thon","knight",17,12,365.84,210,88,150,1,4,31,57,9,39,80,18,0,26,8,0,0,12,35,52,0,0,0,704.7187,1463.9594,28,0
"tibor","goldwire",15,0,230.88,133,47,80,1,2,36,51,1,15,35,9,0,34,10,0,0,19,52,61,0,0,0,403.9046,1128.3718,20,1
"tim","hlinason",28,22,655.24,334,69,166,49,134,49,65,6,27,85,30,0,59,29,0,0,13,66,68,0,0,0,1165.4643,2356.7622,32,0
"todd","bendzius",9,9,288.22,139,39,83,7,20,40,50,2,1,21,66,0,20,9,0,0,0,18,50,0,0,0,511.2678,718.4252,29,0
"tokoto","maxwell",27,27,681.92,332,102,222,21,73,65,79,15,19,71,125,0,75,30,0,0,10,51,92,0,0,0,1187.2718,2124.1148,30,0
"tolga","konate",26,5,371.41,105,28,47,13,47,10,18,4,15,53,30,0,19,10,0,0,6,52,19,0,0,0,674.2678,2114.9654,20,1
"tom","cacok",56,42,855.88,356,155,268,0,0,46,91,20,81,96,17,0,76,32,0,0,37,150,81,0,0,0,1509.2389,4338.0147,32,0
"tomer","chillo",21,16,618,326,64,128,39,108,81,112,16,15,62,60,0,48,20,0,0,1,61,97,0,0,0,1149.1616,1785.1055,31,0
"tomeu","palmi",16,1,322.59,168,37,65,20,55,34,45,3,7,44,14,0,22,11,0,0,4,22,45,0,0,0,578.397,1156.4713,19,0
"toney","bonga",6,6,127.43,72,26,36,2,8,14,25,1,4,28,19,0,9,8,0,0,1,10,25,0,0,0,231.3399,2114.9654,32,0
"tonut","bane",48,2,540.9,254,105,162,0,0,44,63,15,59,99,19,0,35,18,0,0,25,83,58,0,0,0,997.5025,5389.5721,22,1
"torraye","blake",5,0,15.85,5,2,3,0,2,1,1,0,0,4,1,0,2,0,0,0,0,2,1,0,0,0,27.2935,2066.3989,19,1
"tote","cesar",23,22,597.66,182,26,68,36,121,22,29,3,7,52,107,0,45,55,0,0,2,57,50,0,0,0,1100.9978,1768.5673,29,0
"toupane","cate",12,12,421.38,149,30,64,24,68,17,25,4,8,31,96,0,39,11,0,0,1,26,43,0,0,0,758.1597,1169.489,31,0
"tracy","snow",61,13,1156.97,491,80,139,93,250,52,65,9,52,153,34,0,59,16,0,0,6,169,58,0,0,0,2074.9278,4614.3381,31,0
"trae","sosa",15,1,251.41,114,24,53,16,40,18,23,5,6,27,7,0,20,4,0,0,3,29,20,0,0,0,437.3593,2096.2525,28,0
"treier","courby",39,33,819.12,425,51,106,85,186,68,86,4,22,120,17,0,44,28,0,0,10,59,96,0,0,0,1489.4309,4389.9309,31,0
"troy","floyd",14,8,220,109,44,83,0,1,21,33,4,30,42,12,0,37,8,0,0,6,26,35,0,0,0,402.6857,3340.4611,34,0
"tskitishvili","ekezie",26,22,688,293,76,139,23,73,72,109,11,47,111,20,0,53,45,0,0,6,89,118,0,0,0,1262.7311,2220.7917,33,0
"tyler","sabonis",14,6,280,99,36,75,5,17,12,23,5,38,30,9,0,16,8,0,0,1,20,23,0,0,0,535.8229,2545.1586,25,0
"tyrus","papagiannis",2,0,19.56,10,4,5,0,0,2,4,0,0,0,2,0,3,1,0,0,0,3,2,0,0,0,32.5948,2357.9389,25,0
"udoka","gonzalez",6,5,174,71,11,26,12,26,13,16,3,3,18,11,0,15,5,0,0,2,17,17,0,0,0,319.2596,1614.6464,25,0
"udom","ross",2,2,38.38,15,6,11,0,0,3,6,1,4,11,5,0,4,2,0,0,1,8,5,0,0,0,70.9256,2217.5675,34,0
"udonis","owens",11,10,310.41,112,29,64,11,29,21,29,5,11,38,33,0,22,18,0,0,4,27,36,0,0,0,531.3403,838.7375,26,0
"v.j.","bosh",4,0,8.41,6,2,2,0,0,2,2,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,14.9035,2445.5063,20,0
"valanciunas","scalabrine",18,10,396.77,149,27,57,19,53,38,42,7,11,45,18,0,14,11,0,0,8,49,38,0,0,0,699.8806,4338.0147,27,0
"valerio","kraag",9,2,150.3,119,22,40,19,30,18,21,2,9,24,11,0,10,4,0,0,1,21,22,0,0,0,261.8775,1540.2368,25,0
"van den eynde","sacchetti",16,4,425.64,197,20,30,42,83,31,35,2,25,63,21,0,8,15,0,0,7,33,31,0,0,0,737.672,1542.4666,28,1
"vander","tucker",17,8,208.29,96,40,73,0,0,16,30,4,20,43,4,0,32,6,0,0,8,46,28,0,0,0,367.7675,5200.9683,33,0
"vashil","emchenko",17,2,247.7,68,22,43,0,0,24,34,4,34,42,9,0,12,2,0,0,5,39,24,0,0,0,434.326,1560.5436,27,0
"vesely","house",6,0,41.71,12,3,8,0,0,6,10,1,5,6,1,0,3,0,0,0,0,11,6,0,0,0,72.6201,2124.1148,26,0
"viacheslav","kyser",43,37,822.77,426,120,228,38,93,72,111,16,42,128,44,0,63,19,0,0,4,90,104,0,0,0,1460.2936,3722.2186,40,0
"vinales","chikoko",16,15,403.46,176,44,87,18,64,34,41,7,29,74,13,0,27,12,0,0,9,43,48,0,0,0,704.7734,1128.4654,24,0
"vitaly","capela",6,5,175.29,75,35,72,0,2,5,10,4,13,36,6,0,12,6,0,0,3,10,15,0,0,0,283.4866,388.1352,28,0
"vittorio","reed",6,1,114.32,48,7,18,8,21,10,13,2,2,13,14,0,9,2,0,0,0,8,18,0,0,0,194.8652,3132.4878,27,0
"vives","wolters",24,4,294.07,50,8,15,10,31,4,5,0,15,42,5,0,7,3,0,0,2,21,11,0,0,0,505.6903,2312.8863,36,0
"vladimir","goodrich",10,4,260.56,123,29,82,14,33,23,32,2,2,26,42,0,29,6,0,0,2,34,29,0,0,0,465.3367,1285.8658,32,0
"voigtmann","kljajic",10,8,270.48,131,43,61,10,33,15,19,6,19,34,15,0,13,9,0,0,4,14,21,0,0,0,487.6902,721.2362,26,0
"vouyoukas","putney",24,12,447,128,39,89,6,32,32,49,10,17,40,42,0,55,14,0,0,3,59,59,0,0,0,774.089,3766.7182,26,0
"vranjes","colson",16,14,333.01,109,8,24,28,60,9,12,3,8,28,26,0,17,2,0,0,1,28,19,0,0,0,589.6785,1131.9858,33,0
"vytenis","world",24,19,575.97,201,49,124,25,70,28,33,11,15,39,25,0,38,16,0,0,6,57,38,0,0,0,986.382,1645.7579,25,1
"wafer","blalock",4,2,60.83,26,7,18,0,0,12,20,2,8,10,2,0,9,2,0,0,1,8,16,0,0,0,103.8507,1109.7057,28,0
"wally","ehigiator",3,3,92.63,35,5,10,5,27,10,17,2,3,13,6,0,8,5,0,0,0,8,17,0,0,0,162.6113,702.1972,35,0
"walter","crotty",11,5,258.57,98,22,39,14,29,12,14,1,14,29,7,0,8,10,0,0,1,19,18,0,0,0,484.3703,1283.1833,28,0
"walton jr.","antic",11,0,225.46,82,16,51,15,50,5,6,3,6,23,22,0,15,8,0,0,0,21,15,0,0,0,415.3381,1768.5673,34,0
"ware","milaknis",11,11,357,241,63,124,18,49,61,76,8,21,58,23,0,39,19,0,0,3,30,62,0,0,0,643.8379,2173.1785,30,0
"watkins","brown",16,16,462.59,179,32,80,24,88,43,54,4,11,58,69,0,39,26,0,0,0,45,52,0,0,0,826.144,1285.8658,31,0
"wayne","varda",6,0,75.62,16,4,19,0,0,8,13,6,5,14,1,0,5,3,0,0,0,13,7,0,0,0,133.1965,2421.9329,31,0
"wayns","jordan",10,6,275.08,109,26,39,16,46,9,15,2,9,38,15,0,9,11,0,0,6,22,20,0,0,0,473.4359,688.4338,27,0
"welsch","fontecchio",4,0,44.12,18,6,12,0,1,6,12,0,2,13,1,0,6,1,0,0,4,8,9,0,0,0,80.2547,2491.9771,26,0
"wenyen","harrell",15,13,385,136,33,74,16,51,22,30,3,9,28,16,0,22,23,0,0,7,31,27,0,0,0,690.8147,1722.5509,26,0
"wilks","dee",27,6,370.08,113,23,34,15,37,22,26,3,12,45,14,0,10,9,0,0,2,41,30,0,0,0,645.546,2101.9355,25,0
"willy","udom",17,16,425,99,44,95,0,0,11,22,6,41,90,21,0,25,10,0,0,18,42,35,0,0,0,792.2936,2619.2296,27,0
"wiltjer","whitney",24,20,736.29,309,67,130,48,120,31,42,8,16,117,99,0,54,33,0,0,3,50,54,0,0,0,1371.8095,3038.3748,32,0
"wolkowyski","carlisle",25,9,496.6,267,66,149,25,64,60,74,6,8,47,28,0,22,17,0,0,5,47,87,0,0,0,884.6065,2360.2606,36,0
"woods","harrow",33,10,840.05,538,77,135,84,227,132,152,11,6,70,192,0,98,24,0,0,6,55,132,0,0,0,1588.5538,3035.1153,33,0
"wright","chubrevich",23,0,429.65,78,28,55,2,27,16,17,3,8,42,41,0,21,18,0,0,4,54,19,0,0,0,748.0516,2124.1148,31,0
"xavi","kalinov",34,29,969.89,502,136,255,39,121,113,150,15,33,134,104,0,86,46,0,0,3,100,134,0,0,0,1834.6691,3470.5047,27,0
"yanick","larentzakis",24,17,688.6,382,88,153,40,100,86,90,10,20,52,71,0,69,15,0,0,1,46,110,0,0,0,1175.5813,2065.7281,33,0
"yannick","afflalo",12,9,280.69,93,37,70,2,10,13,22,3,20,47,18,0,11,13,0,0,3,31,19,0,0,0,513.4786,2131.2336,27,0
"yigitcan","cerella",9,1,120.35,38,6,12,5,12,11,11,1,4,9,6,0,6,2,0,0,1,11,8,0,0,0,205.4621,2065.7281,30,0
"yildizli","sullinger",14,12,339.31,142,59,89,0,1,24,27,1,23,43,10,0,22,10,0,0,23,24,27,0,0,0,623.7494,1176.5114,35,0
"yoeli","dudzinski",8,5,148.59,52,17,24,0,2,18,20,0,18,23,7,0,11,3,0,0,2,18,12,0,0,0,261.0405,1147.18,25,0
"yonatan","broekhoff",36,27,844.01,309,75,138,47,111,18,20,9,52,119,18,0,33,21,0,0,8,61,33,0,0,0,1599.0404,3438.665,33,0
"youssou","mercer",14,7,385.73,188,68,134,0,2,52,77,8,28,94,7,0,21,11,0,0,11,28,61,0,0,0,680.0133,3138.0121,26,0
"youssoufa","vucevic",2,0,1.62,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.9024,1954.6239,34,0
"yudai","baba",4,0,54,11,5,10,0,4,1,1,0,1,5,1,0,2,2,0,0,0,8,4,0,0,0,100.5598,1797.0413,38,0
"zagars","vroman",27,15,383,201,73,129,0,0,55,84,7,37,49,9,0,45,11,0,0,9,60,66,0,0,0,677.5481,4123.9921,29,0
"zan","brissett",11,11,216.39,100,34,55,0,0,32,46,2,20,33,11,0,23,9,0,0,8,36,32,0,0,0,392.8403,2114.9654,29,0
"zanna","bairstow",20,18,597,260,64,132,26,119,54,68,6,14,52,95,0,67,26,0,0,1,56,106,0,0,0,1111.7447,1797.0413,33,0
"zaza","neal",22,21,694,265,82,138,20,58,41,57,1,17,103,81,0,59,31,0,0,9,55,65,0,0,0,1291.6878,2261.3843,35,0
"zeisloft","kelly",16,16,341.91,171,63,114,0,0,45,57,4,57,75,10,0,30,7,0,0,6,46,41,0,0,0,612.0552,1163.5834,29,0
"zhou","gandini",8,8,165.67,76,21,39,6,17,16,27,2,8,36,7,0,8,12,0,0,12,17,25,0,0,0,292.1788,1128.7304,25,0
"zubkov","mcinnis",32,26,822,399,117,232,28,101,81,104,19,22,89,151,0,69,25,0,0,2,61,100,0,0,0,1569.867,2616.4451,30,0
